,sentence,sentiment_polarity,sentiment_subjectivity
106,RT @MichaelPSenger: Free legal advice to the many COVID advisors in the UK,0.3666666666666667,0.5
107,RT @TheWilsonCenter: \xe2\x80\x9cWhen America has experienced fear,0.8,0.9
108,RT @Sainikulbir1: Saint @Gurmeetramrahim says that We should #SaluteToCoronaWarriors because they are the front line heroes during the covi\xe2\x80\xa6',0.0,0.0
109,RT @shrutihaasan: https://t.co/SQzRfpHrQF \xe0\xae\x8e\xe0\xae\xa9\xe0\xaf\x8d\xe0\xae\xaa\xe0\xae\xa4\xe0\xaf\x81 \xe0\xae\x87\xe0\xae\xa8\xe0\xaf\x8d\xe0\xae\xa4\xe0\xae\xbf\xe0\xae\xaf\xe0\xae\xbe\xe0\xae\xb5\xe0\xae\xbf\xe0\xae\xa9\xe0\xaf\x8d \xe0\xae\xae\xe0\xaf\x81\xe0\xae\xa4\xe0\xae\xb2\xe0\xaf\x8d \xe0\xae\xa4\xe0\xae\x95\xe0\xae\xb5\xe0\xae\xb2\xe0\xaf\x8d \xe0\xae\x95\xe0\xae\xb3\xe0\xae\x9e\xe0\xaf\x8d\xe0\xae\x9a\xe0\xae\xbf\xe0\xae\xaf\xe0\xae\xae\xe0\xae\xbe\xe0\xae\x95\xe0\xaf\x81\xe0\xae\xae\xe0\xaf\x8d,0.0,0.0
110,RT @alice3961: #\xe6\x96\xb0\xe5\x9e\x8b\xe3\x82\xb3\xe3\x83\xad\xe3\x83\x8a\xe3\x83\xaf\xe3\x82\xaf\xe3\x83\x81\xe3\x83\xb3\n\xe4\xb8\x96\xe7\x95\x8c\xe3\x81\xae\xe5\x8c\xbb\xe5\xb8\xab\xe3\x81\x8b\xe3\x82\x89\xe3\x81\xae\xe8\xad\xa6\xe5\x91\x8a\xef\xbc\x9a\xe3\x80\x8cCOVID\xe3\x80\x8d\xe3\x81\xae\xe4\xba\x88\xe9\x98\xb2\xe6\x8e\xa5\xe7\xa8\xae\xe3\x82\x92\xe5\x8f\x97\xe3\x81\x91\xe3\x81\xa6\xe3\x81\xaf\xe3\x81\x84\xe3\x81\x91\xe3\x81\xbe\xe3\x81\x9b\xe3\x82\x93\xe3\x80\x82\xef\xbd\x9c\xe3\x81\x82\xe3\x81\x8b\xe3\x81\x84\xe3\x81\xb2\xe3\x81\x90\xe3\x81\xbe @akahiguma #note https://t.co/GA3rX6Vq5,0.0,0.0
111,@chitraaum @rohit_chahal @srinivasiyc Plasma for my brother in law is required immediately for a person recovered f\xe2\x80\xa6 https://t.co/SP0uxc0KBf',0.0,0.0
112,RT @pooja_news: Mizoram\xe2\x80\x99s Power &amp; Electricity Minister,0.0,0.0
113,RT @SeroriHitomi: \xe3\x80\x8c\xe3\x82\x8f\xe3\x81\x9a\xe3\x81\x8b\xef\xbc\x91\xef\xbc\x85\xe3\x81\xae\xe6\x8e\xa5\xe7\xa8\xae\xe7\x8e\x87\xe3\x81\xa7\xe3\x82\xaa\xe3\x83\xaa\xe3\x83\xb3\xe3\x83\x94\xe3\x83\x83\xe3\x82\xaf\xe9\x96\x8b\xe3\x81\x91\xe3\x82\x8b\xe3\x81\xae\xef\xbc\x9f\xe3\x80\x8d\n\n\xe3\x82\xb5\xe3\x82\xa4\xe3\x82\xa8\xe3\x83\xb3\xe3\x82\xb9\xe8\xaa\x8c\xe3\x81\x8b\xe3\x82\x89\xe5\xbc\xb7\xe7\x83\x88\xe3\x81\xaa\xe8\xa8\x98\xe4\xba\x8b\xe6\x9d\xa5\xe3\x81\xbe\xe3\x81\x97\xe3\x81\x9f\xe3\x81\xad\xf0\x9f\x98\x87\nhttps://t.co/M941Wcv7bn',0.0,0.0
114,RT @Zona_Roja_Oax: #\xc3\x9altimoMinuto\nEste viernes,0.0,0.0
115,RT @sidhant: UK reduces the time period for the 2nd dose of the COVID vaccine to 8 weeks (from 12 weeks earlier).',0.0,0.25
116,Queria muito chamar meus amigos para comer uma pizza comigo no meu anivers\xc3\xa1rio,0.0,0.0
117,RT @NYSFair: Walk-ins are now welcome for ages 12+ for Covid-19 Vaccinations https://t.co/pziFovVqkD',0.8,0.9
118,"EXC: Navarro\'s 9 ""Indisputable"" Facts Linking Fauci to COVID-19 Origin. https://t.co/W0gSB17IfL'",0.0,0.0
119,@DrMcKinn Revenge? The selfishness of COVID-19,0.0,0.0
120,RT @Pardeep48487287: In this crucial time,0.0,1.0
121,RT @RedWingGrips: Over half of the new COVID cases are coming from people who have already been vaccinated and nobody is talking about that.',-0.015151515151515152,0.3106060606060606
122,RT @BoomerBaby_Gus: Sleepy Joe destruction plan of the USA:\n1)  Get rid of police\n2)  Critical Race Theory \n3)  Open borders \n4)  Raise Tax\xe2\x80\xa6',0.0,0.65
123,RT @jotaalonso: Est\xc3\xa1n por llegar casi 700 mil dosis de AstraZeneca Oxford v\xc3\xada Covax y alrededor de 4 millones de vacunas de AstraZeneca des\xe2\x80\xa6',0.0,0.0
124,RT @Mippcivzla: #NotiMippCI \xf0\x9f\x93\xb0\xf0\x9f\x97\x9e| Rusia condena restricciones antivenezolanas de EEUU que limitan lucha contra el Covid-19. Lea m\xc3\xa1s \xe2\x8f\xa9 https:/\xe2\x80\xa6',0.0,0.0
125,RT @RadioChinar: #Tikautsav \nLet us get vaccinated and defeat #COVID19.\n\nThere is no side effect of #Covaxine as well as #CovidShield. Wear\xe2\x80\xa6',0.0,0.0
126,RT @KateClancy: My inbox and my mentions are completely full of people with all sorts of questions and concerns about their periods and the\xe2\x80\xa6',0.35,0.55
127,RT @pincamuller: Por falta de insumos n\xc3\xa3o vamos produzir vacina\nPor falta de verba n\xc3\xa3o vai ter ENEM\nPor falta de verba universidade p\xc3\xbablica\xe2\x80\xa6',0.0,0.0
128,RT @CityofAnnapolis: Gov asks people to be kind about those who don\xe2\x80\x99t feel safe and want to continue to mask. Notes it is an individual dec\xe2\x80\xa6',0.3666666666666667,0.6
129,@hipsterelectron You could be absolutely right that the comments were manufactured for some alterior motive. people\xe2\x80\xa6 https://t.co/X7AqQ3s4iL',0.2857142857142857,0.5357142857142857
130,Mano,0.0,0.0
131,"RT @maddow: ""Just 12 people are responsible for the bulk of the misleading claims and lies about COVID vaccines that proliferate on Faceboo\xe2\x80\xa6'",0.2,0.55
132,RT @BiswalChhabi5: @ManjariDipika @CMO_Odisha @Vkpandianfancl1 @Vkpandia @samirdash01 Respected CM \nThis time is very critical due to covid\xe2\x80\xa6',-0.0625,0.6875
133,RT @AllCBSENews: #CBSE | CBSE Class 12 board exam 2021 may be scrapped amid Covid surge https://t.co/bpR3erzm9j #CBSENews',0.0,0.0
134,#Indore: \xe0\xa4\x9a\xe0\xa5\x8b\xe0\xa4\xb0\xe0\xa5\x8b \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xa8\xe0\xa5\x80\xe0\xa4\xaf\xe0\xa4\xa4 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\x86\xe0\xa4\x88 \xe0\xa4\x96\xe0\xa5\x8b\xe0\xa4\x9f,0.0,0.0
135,RT @jinsonwife: the situation of covid was so low in march in nepal but now in may NEPAL HAS BEEN DRASTICALLY AFFECTED BY 2ND WAVE OF COVID\xe2\x80\xa6',0.0,0.15
136,RT @hdpdemirtas: 2- Unutmay\xc4\xb1n! Sizi peri\xc5\x9fan eden Covid-19 de\xc4\x9fil,0.0,0.0
137,RT @shashik_62: Focus health. Set politics aside.\nWe will surely defeat corona.\n\n#\xe0\xa4\xa6\xe0\xa5\x87\xe0\xa4\xb6_\xe0\xa4\xb5\xe0\xa5\x88\xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\xb8\xe0\xa5\x80\xe0\xa4\xa8_\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa4\xe0\xa4\xbe_\xe0\xa4\xb9\xe0\xa5\x88 https://t.co/NdmbaqfU0p',0.5,0.8888888888888888
138,RT @ALFONSOGARZON: @RevistaSemana Frase desafortunada. Problema no es ingl\xc3\xa9s machacado o no. Esto desv\xc3\xada el fondo del problema. Escuchen lo\xe2\x80\xa6',0.0,0.0
139,RT @MacFarlaneNews: SCOOP:  Former staffer sues Congressman,0.0,0.0
140,@asu_inAUS @travelloverje \xe7\xa8\x8e\xe9\x87\x91\xe9\x96\xa2\xe4\xbf\x82\xe3\x81\xaf\xe3\x82\x84\xe3\x82\x84\xe3\x81\x93\xe3\x81\x97\xe3\x81\x9d\xe3\x81\x86\xe3\x81\xa7\xe3\x81\x99\xe3\x81\xad\xe3\x80\x82ATO\xe3\x81\xab\xe8\xb3\xaa\xe5\x95\x8f\xe3\x82\x82\xe3\x81\xa7\xe3\x81\x8d\xe3\x82\x8b\xe3\x81\xbf\xe3\x81\x9f\xe3\x81\x84\xe3\x81\xa7\xe3\x81\x99\xe3\x82\x88\n\nhttps://t.co/uMk9txJnOs',0.0,0.0
141,RT @WhatDreaThinks: @crissles I think a lot of people have some form of PTSD associated with COVID now. I will never be able to be in a cro\xe2\x80\xa6',0.5,0.625
142,@iAadiRaj @IDF filthy indian \nyou have no shame for supporting ishell\nmay covid attack all of those supporter \xf0\x9f\xa4\xb2',-0.275,0.625
143,"b""RT @CKNW: The heavyweights of B.C.'s labour movement are launching a boycott of a pair of hotels they say are using the COVID-19 pandemic t\xe2\x80\xa6""",0.0,0.0
144,RT @jpcrin: No no tengo covid estoy tosiendo porque me ahogu\xc3\xa9 con mi propia baba',0.0,0.0
145,RT @LizTweetsThings: I\xe2\x80\x99m back,0.0,0.0
146,RT @vinicapixa: N\xc3\xa3o t\xc3\xb4 acompanhando nada que est\xc3\xa1 acontecendo na CPI da covid pois n\xc3\xa3o tenho mais qualquer esperan\xc3\xa7a de que algu\xc3\xa9m vai ser\xe2\x80\xa6',0.0,0.0
147,This anak beruk doesnt excite me anymore',0.0,0.0
148,RT @Cav3Regt: \xf0\x9f\x92\xa2Covid-19 \xe0\xb8\x9b\xe0\xb9\x89\xe0\xb8\xad\xe0\xb8\x87\xe0\xb8\x81\xe0\xb8\xb1\xe0\xb8\x99\xe0\xb9\x84\xe0\xb8\x94\xe0\xb9\x89 \xe0\xb8\x94\xe0\xb9\x89\xe0\xb8\xa7\xe0\xb8\xa2\xe0\xb8\x81\xe0\xb8\xb2\xe0\xb8\xa3\xe0\xb8\xaa\xe0\xb8\xa7\xe0\xb8\xa1\xe0\xb9\x81\xe0\xb8\xa1\xe0\xb8\xaa\xf0\x9f\x98\xb7\n\xe0\xb8\x89\xe0\xb8\x81.\xe0\xb8\xa1.3 \xe0\xb8\x88\xe0\xb8\xb1\xe0\xb8\x94\xe0\xb8\x81\xe0\xb8\xb3\xe0\xb8\xa5\xe0\xb8\xb1\xe0\xb8\x87\xe0\xb8\x9e\xe0\xb8\xa5 \xe0\xb9\x80\xe0\xb8\x82\xe0\xb9\x89\xe0\xb8\xb2\xe0\xb8\x9b\xe0\xb8\xa3\xe0\xb8\xb0\xe0\xb8\x8a\xe0\xb8\xb2\xe0\xb8\xaa\xe0\xb8\xb1\xe0\xb8\xa1\xe0\xb8\x9e\xe0\xb8\xb1\xe0\xb8\x99\xe0\xb8\x98\xe0\xb9\x8c\xe0\xb8\x81\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\xa2\xe0\xb8\xa7\xe0\xb8\x81\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\xa1\xe0\xb8\xb2\xe0\xb8\x95\xe0\xb8\xa3\xe0\xb8\x81\xe0\xb8\xb2\xe0\xb8\xa3\xe0\xb8\x9b\xe0\xb9\x89\xe0\xb8\xad\xe0\xb8\x87\xe0\xb8\x81\xe0\xb8\xb1\xe0\xb8\x99\xe0\xb8\x81\xe0\xb8\xb2\xe0\xb8\xa3\xe0\xb9\x81\xe0\xb8\x9e\xe0\xb8\xa3\xe0\xb9\x88\xe0\xb8\xa3\xe0\xb8\xb0\xe0\xb8\x9a\xe0\xb8\xb2\xe0\xb8\x94 \xe0\xb8\x82\xe0\xb8\xad\xe0\xb8\x87\xe0\xb9\x82\xe0\xb8\xa3\xe0\xb8\x84\xe0\xb8\x95\xe0\xb8\xb4\xe0\xb8\x94\xe0\xb9\x80\xe0\xb8\x8a\xe0\xb8\xb7\xe0\xb9\x89\xe0\xb8\xad\xe0\xb9\x84\xe0\xb8\xa7\xe0\xb8\xa3\xe0\xb8\xb1\xe0\xb8\xaa\xe2\x80\xa6',0.0,0.0
149,@rib_nati De covid n\xc3\xa9 ??',0.0,0.0
150,RT @CentralKimJisoo: A sobrinha da #JISOO est\xc3\xa1 internada! Um f\xc3\xa3 entrou em contato com a m\xc3\xa3e dela e a mesma disse que a filha estava com sin\xe2\x80\xa6',0.0,0.0
151,RT @SukunaBikona7: \xe6\x9c\x80\xe8\xbf\x91\xe3\x81\xae\xe9\x99\xb0\xe8\xac\x80\xe8\xab\x96\xe7\x95\x8c\xe9\x9a\x88\xe3\x81\xa7\xe3\x81\xafCOVID-19\xe3\x83\xaf\xe3\x82\xaf\xe3\x83\x81\xe3\x83\xb3\xe6\x8e\xa5\xe7\xa8\xae\xe5\xbe\x8c\xe3\x81\xab\xe6\x8e\xa5\xe7\xa8\xae\xe9\x83\xa8\xe4\xbd\x8d\xe3\x81\xab\xe7\xa3\x81\xe7\x9f\xb3\xe3\x81\x8c\xe3\x81\x8f\xe3\x81\xa3\xe3\x81\xa4\xe3\x81\x8f\xe3\x81\xa8\xe3\x81\x84\xe3\x81\x86\xe3\x83\x8d\xe3\x82\xbf\xe3\x81\x8c\xe6\xb5\x81\xe8\xa1\x8c\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\x84\xe3\x82\x8b\xe3\x82\x89\xe3\x81\x97\xe3\x81\x84\xe3\x81\xae\xe3\x81\xa7\xe3\x80\x81\xe6\x8e\xa5\xe7\xa8\xae\xe3\x81\x97\xe3\x81\x9f\xe7\x9a\x86\xe3\x81\x95\xe3\x82\x93\xe3\x81\xaf\xe3\x81\x9c\xe3\x81\xb2\xe3\x80\x82\n\xe5\x83\x95\xe3\x81\xaf\xe3\x81\x8f\xe3\x81\xa3\xe3\x81\xa4\xe3\x81\x8d\xe3\x81\xbe\xe3\x81\x9b\xe3\x82\x93\xe3\x81\xa7\xe3\x81\x97\xe3\x81\x9f\xe3\x80\x82 https://t.co/aHsaZaQaC0',0.0,0.0
152,RT @ajplus: As airstrikes continue in Gaza,0.0,0.0
153,RT @RTARF_PR: \xe0\xb8\x81\xe0\xb8\xad\xe0\xb8\x87\xe0\xb8\x97\xe0\xb8\xb1\xe0\xb8\x9e\xe0\xb9\x84\xe0\xb8\x97\xe0\xb8\xa2 \xe0\xb9\x82\xe0\xb8\x94\xe0\xb8\xa2 \xe0\xb8\x81\xe0\xb8\xad\xe0\xb8\x87\xe0\xb8\x9e\xe0\xb8\xb1\xe0\xb8\x99\xe0\xb8\x97\xe0\xb8\xab\xe0\xb8\xb2\xe0\xb8\xa3\xe0\xb8\xa3\xe0\xb8\xb2\xe0\xb8\x9a\xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88 1 \xe0\xb8\x81\xe0\xb8\xa3\xe0\xb8\xa1\xe0\xb8\x97\xe0\xb8\xab\xe0\xb8\xb2\xe0\xb8\xa3\xe0\xb8\xa3\xe0\xb8\xb2\xe0\xb8\x9a\xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88 15 \xe0\xb8\x88\xe0\xb8\xb1\xe0\xb8\x94\xe0\xb8\xa3\xe0\xb8\x96\xe0\xb8\x84\xe0\xb8\xa3\xe0\xb8\xb1\xe0\xb8\xa7\xe0\xb8\xaa\xe0\xb8\x99\xe0\xb8\xb2\xe0\xb8\xa1 \xe0\xb8\x9e\xe0\xb8\xa3\xe0\xb9\x89\xe0\xb8\xad\xe0\xb8\xa1\xe0\xb8\x81\xe0\xb8\xb3\xe0\xb8\xa5\xe0\xb8\xb1\xe0\xb8\x87\xe0\xb8\x88\xe0\xb8\xb4\xe0\xb8\x95\xe0\xb8\xad\xe0\xb8\xb2\xe0\xb8\xaa\xe0\xb8\xb2\xe0\xb8\x82\xe0\xb8\xad\xe0\xb8\x87\xe0\xb8\xab\xe0\xb8\x99\xe0\xb9\x88\xe0\xb8\xa7\xe0\xb8\xa2 \xe0\xb8\xa3\xe0\xb9\x88\xe0\xb8\xa7\xe0\xb8\xa1\xe0\xb8\x81\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x88\xe0\xb8\xb4\xe0\xb8\x95\xe0\xb8\xad\xe0\xb8\xb2\xe0\xb8\xaa\xe0\xb8\xb2\xe0\xb9\x83\xe0\xb8\x99\xe0\xb8\x9e\xe0\xb8\xb7\xe0\xb9\x89\xe0\xb8\x99\xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb9\x83\xe0\xb8\x99\xe0\xb8\x95\xe0\xb8\xb3\xe0\xb8\x9a\xe0\xb8\xa5\xe0\xb8\xad\xe0\xb9\x88\xe0\xb8\xb2\xe0\xb8\xa7\xe0\xb8\x99\xe0\xb8\xb2\xe2\x80\xa6',0.0,0.0
154,RT @DudeneyN: Only When\nChildren\xf0\x9f\x90\xa3Of ALL\xf0\x9f\x91\xa3\xf0\x9f\x90\xbe\xf0\x9f\x90\xbeSpecies\nAre\nValued\xf0\x9f\xaa\x99&amp;\xf0\x9f\x99\x8fRespected\nWill There Be\nPositive\xf0\x9f\x93\x88Change\nOn Our SHARED\n\xf0\x9f\x91\xa3\xf0\x9f\x8c\x90\xf0\x9f\x90\xbe\n#ONEMultispeciesWo\xe2\x80\xa6',0.0,1.0
155,RT @BJP4India: Strengthening cooperative federalism in the fight against COVID-19.\n\nModi govt to provide nearly 192 lakh of COVID vaccines\xe2\x80\xa6',0.1,0.4
156,Rest in Peace Jarnail Singh Soul....',0.0,0.0
157,RT @diariopanorama: La alcaldesa de Bogot\xc3\xa1,0.0,0.0
158,Corona sos vos?',0.0,0.0
159,RT @Unbranded63: Quebecers have been able to play golf for a while now. All stores are opening there on Monday. Montreal has done a stellar\xe2\x80\xa6',0.5,0.625
160,"RT @IlRapha: HARTO DE ESTE DIALOGO:\n- ""DR RAFAEL",0.0,0.0
161,"b""RT @VikashSharmaIB: This is amazing work @myogiadityanath Ji!\nWe know UP wasn't in a great state but if it has a leader like you then it ca\xe2\x80\xa6""",0.7000000000000001,0.825
162,@lynniejw_ @katierpacker Does not invalidate it. Because I think you are totally right. It\xe2\x80\x99s just with COVID and ha\xe2\x80\xa6 https://t.co/jPegEUrrv5',0.2857142857142857,0.5357142857142857
163,RT @pincamuller: Por falta de insumos n\xc3\xa3o vamos produzir vacina\nPor falta de verba n\xc3\xa3o vai ter ENEM\nPor falta de verba universidade p\xc3\xbablica\xe2\x80\xa6',0.0,0.0
164,"b""@KirstieMAllsopp I would prefer Mr Johnson to stand up 'like a man' and resist the Covid  doom-mongers.  He quivers\xe2\x80\xa6 https://t.co/ZpVSdQj2K9""",0.0,0.0
165,"b""RT @vinod_sharma: Also",0.0,0.0
166,RT @Mamta_025: In this corona pandemic,0.0,0.0
167,RT @tipsyviolet: I have my masters in statistics and I see a lot of confusion around vaccine efficacy. If your vaccine is 95% effective,0.6,0.8
168,RT @DSSNewsUpdates: SALUTE TO CORONA WARRIORS- DOCTORS,0.0,0.0
169,"b""RT @AbpGanga: \xe0\xa4\x86\xe0\xa4\xaa\xe0\xa4\xa6\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb2 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 abp \xe0\xa4\x97\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa4\xac\xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa4\xa1\xe0\xa4\xbc\xe0\xa4\xbe \xe0\xa4\x85\xe0\xa4\xad\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa4\xbe\xe0\xa4\xa8",0.0,0.0
170,@JLozanoA En el Hospital del ISSSTE Zaragoza,0.0,0.0
171,RT @Army_Of_Tribal: #Corona #WestBengal \n\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xb5\xe0\xa4\xbe \xe0\xa4\xa5\xe0\xa4\xbe \xe0\xa4\xa6\xe0\xa5\x87\xe0\xa4\xb6 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xa6\xe0\xa5\x82\xe0\xa4\xa7 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xa8\xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa4\xbe\xe0\xa4\x82 \xe0\xa4\xac\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa8\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\xb2\xe0\xa5\x87\xe0\xa4\x95\xe0\xa4\xbf\xe0\xa4\xa8 \n.................\n\xe0\xa4\xa8\xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\xb6\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\xac\xe0\xa4\xb9 \xe0\xa4\xb0\xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa5\x88\xe0\xa4\x82 \xf0\x9f\x98\xa5',0.0,0.0
172,RT @SukunaBikona7: \xe6\x9c\x80\xe8\xbf\x91\xe3\x81\xae\xe9\x99\xb0\xe8\xac\x80\xe8\xab\x96\xe7\x95\x8c\xe9\x9a\x88\xe3\x81\xa7\xe3\x81\xafCOVID-19\xe3\x83\xaf\xe3\x82\xaf\xe3\x83\x81\xe3\x83\xb3\xe6\x8e\xa5\xe7\xa8\xae\xe5\xbe\x8c\xe3\x81\xab\xe6\x8e\xa5\xe7\xa8\xae\xe9\x83\xa8\xe4\xbd\x8d\xe3\x81\xab\xe7\xa3\x81\xe7\x9f\xb3\xe3\x81\x8c\xe3\x81\x8f\xe3\x81\xa3\xe3\x81\xa4\xe3\x81\x8f\xe3\x81\xa8\xe3\x81\x84\xe3\x81\x86\xe3\x83\x8d\xe3\x82\xbf\xe3\x81\x8c\xe6\xb5\x81\xe8\xa1\x8c\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\x84\xe3\x82\x8b\xe3\x82\x89\xe3\x81\x97\xe3\x81\x84\xe3\x81\xae\xe3\x81\xa7\xe3\x80\x81\xe6\x8e\xa5\xe7\xa8\xae\xe3\x81\x97\xe3\x81\x9f\xe7\x9a\x86\xe3\x81\x95\xe3\x82\x93\xe3\x81\xaf\xe3\x81\x9c\xe3\x81\xb2\xe3\x80\x82\n\xe5\x83\x95\xe3\x81\xaf\xe3\x81\x8f\xe3\x81\xa3\xe3\x81\xa4\xe3\x81\x8d\xe3\x81\xbe\xe3\x81\x9b\xe3\x82\x93\xe3\x81\xa7\xe3\x81\x97\xe3\x81\x9f\xe3\x80\x82 https://t.co/aHsaZaQaC0',0.0,0.0
173,RT @Sanjay_Dixit: Congratulations @RSSorg for becoming the first major organisation in India to call Covid-19 as Chinese bio-weapon. Really\xe2\x80\xa6',0.190625,0.42083333333333334
174,RT @MamtaIn43541152: In this crucial time,0.0,1.0
175,RT @jpcrin: No no tengo covid estoy tosiendo porque me ahogu\xc3\xa9 con mi propia baba',0.0,0.0
176,RT @BrazilFight: URGENTE-PAZUELLO CONSEGUE HC\nLewandowski concedeu a Pazuello um salvo-conduto,0.0,0.0
177,RT @krsnshivam1: Very Critical Condition \n@SonuSood @SoodFoundation Please help need ICU BED with ventilator in Meerut\nPatient:\xc2\xa0\xc2\xa0Sanyam Bha\xe2\x80\xa6',0.0,1.0
178,RT @Feynman_19: So suggesting that a thin strip of flower-patterned pillowcase over a face isn\xe2\x80\x99t a Covid force field earns an epidemiologis\xe2\x80\xa6',-0.4,0.8500000000000001
179,RT @QueeringPsych: Again,0.0,0.0
180,So shameful',0.0,0.0
181,RT @CBF_Futebol: DA LISTA PARA A VACINA \xf0\x9f\x92\x89\xe2\x9d\xa4\xef\xb8\x8f\n\nTite tomou hoje sua segunda dose da Coronavac e j\xc3\xa1 j\xc3\xa1 poder\xc3\xa1 se considerar 100% imunizado cont\xe2\x80\xa6',0.0,0.0
182,"RT @James_Bonbon: ""500",0.0,0.0
183,My aunt out here telling me to do another covid leave \xf0\x9f\x98\xad\xf0\x9f\x98\x82 girl I love that energy',0.5,0.6
184,RT @mkstalin: Thank you @ShekharGupta &amp; @ThePrintIndia \n\n#COVID19 does not discriminate based on political affiliation and,0.0,0.1
185,RT @doniveson: Had to capture the #COVID outfit of the week! Who else is rocking \xe2\x80\x9cbusinesses on top,0.5,0.5
186,RT @Tango3OO: Esa gente que solo llama para avisar que alguien muri\xc3\xb3... Por amor de Dios \xf0\x9f\x98\x92\n\nAcaba de llamar una prima a mi madre,0.0,0.0
187,RT @TeresitaParra3: San Eli es el momento nuevamente y hemos mejorado nuestro servicio para incluir la Vacuna COVID 19. Consulte el folleto\xe2\x80\xa6',0.0,0.0
188,RT @miguelguida1959: Hoy fallecieron 601 personas de covid.\nCasi 400 en provincia de Buenos Aires y 36 en CABA. Pero desde la provincia,0.0,0.0
189,RT @prensagrafica: #ElSalvador | El presidente de la Asamblea Legislativa,0.0,0.0
190,RT @thebangroti: Gigil tahan marah,0.0,0.0
191,RT @IkedaKiyohiko: \xe6\x84\x9f\xe5\x8b\x95\xe3\x81\xa7\xe3\x80\x81COVID-19\xe3\x81\xaf\xe6\xb2\xbb\xe3\x82\x8a\xe3\x81\xbe\xe3\x81\x9b\xe3\x82\x93\xe3\x81\x97\xe3\x80\x81\xe3\x82\xa6\xe3\x82\xa4\xe3\x83\xab\xe3\x82\xb9\xe3\x82\x82\xe6\xb8\x9b\xe3\x82\x8a\xe3\x81\xbe\xe3\x81\x9b\xe3\x82\x93\xe3\x80\x82\xe3\x82\xaa\xe3\x83\xaa\xe3\x83\xb3\xe3\x83\x94\xe3\x83\x83\xe3\x82\xaf\xe3\x81\xaf\xe6\x88\xa6\xe4\xba\x89\xe3\x81\x8b\xe3\x80\x82\xe4\xba\xba\xe3\x82\x92\xe6\xae\xba\xe3\x81\x97\xe3\x81\xa6\xe3\x81\xbe\xe3\x81\xa7\xe9\x96\x8b\xe5\x82\xac\xe3\x81\x99\xe3\x82\x8b\xe3\x82\x82\xe3\x82\x93\xe3\x81\x98\xe3\x82\x83\xe3\x81\xad\xe3\x81\x88\xe3\x81\xa0\xe3\x82\x8d\xe3\x80\x82',0.0,0.0
192,RT @paulita_pro: #TeRobasteLasVacunas\n601 muertos por covid r\xc3\xa9cord en Argentina ,0.0,0.0
193,@BlondePatriot3 I survived covid,0.0,0.0
